word,count,length,per_million,rank
qəbul,9410,5,667.844467043437,135.
fidan,9370,5,665.005595770139,136.
z,9356,1,664.011990824484,137.
i,9341,1,662.947414096997,138.
üzv,9277,3,658.40522005972,139.
oğlu,9255,4,656.843840859406,140.
Azərbaycan,9230,10,655.069546313594,141.
dünya,9147,5,649.1788884215,142.
göstərir,9137,8,648.469170603176,143.
türk,9072,4,643.856004784066,144.
insan,9071,5,643.785033002233,145.
olmuşdur,9055,8,642.649484492914,146.
onların,9046,7,642.010738456422,147.
cavablar,8979,8,637.255629073647,148.
k,8972,1,636.75882660082,149.
mövzuda,8943,7,634.700644927679,150.
gəzən,8925,5,633.423152854694,151.
kimlər,8897,6,631.435942963386,152.
istifadəçilər,8848,13,627.958325653595,153.
keçin,8839,5,627.319579617103,154.
xətdə,8788,5,623.700018743648,155.
saytı,8703,5,617.667417287889,156.
nəzarətçi,8691,9,616.815755905899,157.
olduğunu,8687,8,616.531868778569,158.
işarədir,8628,8,612.344533650454,159.
Qızışan,8596,7,610.073436631816,160.
düz,8562,3,607.660396049512,161.
biz,8547,3,606.595819322025,162.
adam,8505,4,603.615004485062,163.
v,8478,1,601.698766375585,164.
qarşı,8390,5,595.453249574329,165.
yaxşı,8352,5,592.756321864696,166.
onlar,8283,5,587.859268918256,167.
g,8263,1,586.439833281607,168.
olar,8144,4,577.994191243544,169.
bilər,8143,5,577.923219461712,170.
bəy,8075,3,573.097138297104,171.
başlayaraq,8012,10,568.625916041659,172.
Bakı,7995,4,567.419395750508,173.
bizim,7954,5,564.509552695377,174.
ı,7939,1,563.44497596789,175.
çap,7935,3,563.16108884056,176.
həm,7935,3,563.16108884056,177.
günün,7906,5,561.102907167419,178.
işarə,7900,5,560.677076476424,179.
ancaq,7882,5,559.39958440344,180.
yox,7843,3,556.631684911974,181.
Azərbaycanın,7842,12,556.560713130142,182.
adı,7705,3,546.837579019095,183.
ümumi,7697,5,546.269804764435,184.
olunur,7454,6,529.023661779148,185.
vaxt,7417,4,526.397705851347,186.
yer,7297,3,517.881092031452,187.
kənd,7269,4,515.893882140143,188.
ilin,7226,4,512.842095521347,189.
olduğu,7193,6,510.500026720876,190.
sıraya,7104,6,504.183538137787,191.
balaca,7062,6,501.202723300824,192.
göstər,7059,6,500.989807955326,193.
Mesajın,7039,7,499.570372318677,194.
elə,7037,3,499.428428755012,195.
artan,7021,5,498.292880245693,196.
müxtəlif,7009,8,497.441218863703,197.
artıq,7006,5,497.228303518206,198.
ICQ,6948,3,493.111940171923,199.
bağlı,6901,5,489.776266425798,200.
